text,labels,lang,id,translation
Køb 9 kopper kaffe og få den 10. kop gratis - men hvad med momsen?,['VAT & Customs'],Danish,Denmark-12704,Buy 9 cups of coffee and get the 10th cup for free - but what about the VAT?
Kovid-19 Kapsamında Turizm Sektörünü İlgilendiren Vergisel Tedbirler-2,"['Tax', 'Retail & Consumers', 'Healthcare & Pharmaceuticals']",Turkish,Turkey-7158,Tax measures concerning the tourism sector within the scope of KOVİD-19
Yabancı para cinsinden sözleşmeler teknik iflas konkordato tefeci addedilme evhamı,"['Accounting & Assurance', 'Banking & Financial Markets']",Turkish,Turkey-8856,Contracts in foreign currency technical bankruptcy concordat usurer.
Income tax exemptions are now available for the investors in Poland,['Tax'],English,Poland-483,Income tax exemptions are now available for the investors in Poland
2017 - Global Innovation 1000,"['Start-Up, Innovation & Entrepreneurship']",English,Spain-2422,2017 - Global Innovation 1000
Elektronik Ticaret’te “İleti Yönetimi Sistemi (İYS)” (Webex),['Technology'],Turkish,Turkey-9556,"In Electronic Commerce, the “Transmission Management System (IYS)” (Weberx)"
VAT's up? Numer 7/2016,['VAT & Customs'],Polish,Poland-1277,VAT's up? Numer 7/2016
İthalatta Haksız Rekabetin Önlenmesine İlişkin Tebliğ (Tebliğ No: 2019/36),"['VAT & Customs', 'Governance, Controls & Compliance']",Turkish,Turkey-7845,Communiqué on the Prevention of Unfair Competition in Imports (Communiqué No: 2019/36)
Znamy laureatów Polskich Nagród Filmowych Orły 2019!,"['Entertainment, Media & eSport']",Polish,Poland-1784,We know the winners of the Polish Film Awards Eagles 2019!
Şirket Birleşme ve Satın alma İşlemleri Sürecinde  Destek Hizmetleri,['M&A & Valuations'],Turkish,Turkey-6478,Support Services in the Company Merger and Purchase Process
プライスウォーターハウスクーパース、日本マイクロソフトとマイクロソフト製品を活用したコンサルティング事業において協業を開始,['Technology'],Japanese,Japan-9795,"Started collaboration in Price Water House Coupers, Japan Microsoft and Microsoft products."
"Álvaro Sánchez Herrero, Socio de PwC Tax & Legal Services",['Tax'],Spanish,Spain-345,"Álvaro Sánchez Herrero, partner of PWC Tax & Legal Services"
Worldwide Tax Summaries,['Tax'],English,Greece-11048,Worldwide Tax Summaries
Εργοδοτική εισφορά υπέρ Ειδικού Λογαριασμού Παιδικών Κατασκηνώσεων,['Human Resource'],Greek,Greece-10293,Employer Contribution in favor of a Special Camp Camp Account
Insurance,"['Actuary, Pension & Insurance']",English,Greece-10469,Insurance
20. Küresel CEO Araştırması: Sigortacılık ve Bireysel Emeklilik Kilit Bulguları,"['Actuary, Pension & Insurance', 'Board, Strategy & Management']",Turkish,Turkey-9576,20. Global CEO Research: Insurance and Private Pension Lock Findings
Transacciones - Digital,"['M&A & Valuations', 'Technology']",Spanish,Spain-1052,Transactions - Digital
Yabancı bir para birimiyle alınan ya da verilen avanslar parasal kalem olarak muhasebeleştirilebilir mi?,['Banking & Financial Markets'],Turkish,Turkey-8455,Can advances or advances taken in a foreign currency be accountable as monetary items?
Ministerstwo Finansów korzysta z narzędzia do automatycznej analizy i weryfikacji danych zawartych w JPK,"['Tax', 'Government & Policy']",Polish,Poland-1083,The Ministry of Finance uses a tool for automatic analysis and verification of data contained in JPK
"Европейский рынок недвижимости переживает непростое время, но благодаря низким процентным ставкам остается привлекательным в долгосрочной перспективе","['Real Estate & Construction', 'Banking & Financial Markets']",Russian,Russia-11732,"The European real estate market is going through difficult time, but due to low interest rates it remains attractive in the long run"
DDoS/DoS (Servis Dışı Bırakma) Testleri,"['IT Security', 'Technology']",Turkish,Turkey-6629,DDOS/DOS (Extinguishing Service) Tests
Türkiye-Kanada Sosyal Güvenlik Anlaşmasının Uygulama Esasları Hk.,"['Actuary, Pension & Insurance']",Turkish,Turkey-6877,Türkiye-KANDA SOCIAL SECURITY TREATMENT PRINCIPLES HK.
Estrategia tecnología y sucesión los tres retos a los que se enfrentan los Consejos de Administración de las grandes empresas españolas,"['Technology', 'Board, Strategy & Management']",Spanish,Spain-2139,Technology and Succession Strategy The three challenges faced by the Board of Directors of the Great Spanish Companies
"Sztuczna inteligencja - Halo, z tej strony bot",['Technology'],Polish,Poland-1246,"Artificial intelligence - Hello, Bot on this side"
Gümrük ve Dış Ticaret Uygulamalarında Son Değişiklikler,['VAT & Customs'],Turkish,Turkey-8101,Recent changes in customs and foreign trade applications
Εισαγωγή στη Λογιστική,['Accounting & Assurance'],Greek,Greece-9995,Introduction to Accounting
Høje krav til administration af splitleasingaftaler,['Accounting & Assurance'],Danish,Denmark-12407,High requirements for administration of split leasing agreements
Central and Eastern European CEOs most worried about retaining talent,"['Human Resource', 'Board, Strategy & Management']",English,Global-14012,Central and Eastern European CEOs most worried about retaining talent
PwC's Global Consumer Insights Survey 2020,['Retail & Consumers'],English,Turkey-5741,PwC's Global Consumer Insights Survey 2020
Sermaye Şirketlerinin Genel Kurullarında Denetçi Atanması ve Tescili Hakkında Getirilen Değişiklikler,['Accounting & Assurance'],Turkish,Turkey-9418,Changes brought about the appointment of auditors and registration of capital companies in the general assemblies
Tilføjelse til tynd kapitaliseringsregel,"['Accounting & Assurance', 'Banking & Financial Markets']",Danish,Denmark-12538,Adding to thin capitalization rule
Los expertos creen que será esencial la colaboración del Gobierno con las empresas para aprovechar los fondos europeos,['Government & Policy'],Spanish,Spain-2330,Experts believe that government collaboration with companies will be essential to take advantage of European funds
Küresel Eğlence ve Medya Sektörüne Bakış 2019-2023,"['Entertainment, Media & eSport']",Turkish,Turkey-8894,Global entertainment and view of the media sector 2019-2023
Nueva York Londres y Hong Kong seguirán siendo los principales mercados para salir a bolsa en 2030,['Banking & Financial Markets'],Spanish,Spain-2294,New York London and Hong Kong will continue to be the main markets to go over in 2030
XX Encuesta Mundial CEOs - Productos Industriales,"['Board, Strategy & Management']",Spanish,Spain-1750,XX CEOS World Survey - Industrial Products
Digital Transformation in Shipping Operations: From planned to predictive,"['Supply Chain & Transport', 'Technology']",English,Greece-10690,Digital Transformation in Shipping Operations: From planned to predictive
Birleşme ve Devralmalar,['M&A & Valuations'],Turkish,Turkey-9531,Merger and inheritances
Finanstilsynet publicerer vejledning om stresstest for små og mellemstore pengeinstitutter,"['Government & Policy', 'Banking & Financial Markets', 'SME & Family Business']",Danish,Denmark-12881,The Danish FSA publishes guidance on stress tests for small and medium -sized banks
Automatyzacja – nie tylko dla dużych przedsiębiorstw | PwC Polska,"['Technology', 'SME & Family Business']",Polish,Poland-894,Automation - not only for large enterprises PwC Poland
PwC has closed the acquisition of Outbox Group,['M&A & Valuations'],English,Poland-524,PwC has closed the acquisition of Outbox Group
Delegowanie pracowników - wyniki badania | PwC,['Human Resource'],Polish,Poland-935,Post delegation - test results Pwc
Açık Bankacılık: Dünya ve Türkiye,['Banking & Financial Markets'],Turkish,Turkey-8884,Open Banking: World and Türkiye
Çelik tel ithalatinda tarife kontenjani uygulanmasina ilişkin tebliğ,['VAT & Customs'],Turkish,Turkey-8158,Communiqué on the application of tariff quota in steel wire imports
GDPR,"['Governance, Controls & Compliance', 'Governance, Controls & Compliance']",Italian,Italy-4603,GDPR
Asettautuminen uuteen maahan,['Human Resource'],Finnish,Finland-3506,Settling in a new country
Despite rising trade barriers business leaders plan to increase investment in Asia Pacific,"['Government & Policy', 'Board, Strategy & Management']",English,Russia-11483,Despite rising trade barriers business leaders plan to increase investment in Asia Pacific
Vergi ve varlık barışında süreler azalıyor,"['Asset & wealth management', 'Tax']",Turkish,Turkey-8772,Time in the peace of tax and assets is decreasing
The Italian NPE non-performing loans market,['Banking & Financial Markets'],English,Italy-4949,The Italian NPE non-performing loans market
Siber Güvenlik Blog,['IT Security'],Turkish,Turkey-6634,Cyber ​​Security Blog
Tax and legal news 18 November 2016,['Tax'],English,Finland-3157,Tax and legal news 18 November 2016
Regnskabshåndbogen for pengeinstitutter 2018,"['Accounting & Assurance', 'Banking & Financial Markets']",Danish,Denmark-13565,Accounting Handbook for Banks 2018
Gümrük Yönetmeliğinde Değişiklik Yapılması,"['VAT & Customs', 'Governance, Controls & Compliance']",Turkish,Turkey-8124,Amendment to the Customs Regulation
Creating value beyond the deal: Technology media & telecommunications,"['Technology', 'M&A & Valuations', 'Entertainment, Media & eSport']",English,Italy-4860,Creating value beyond the deal: Technology media & telecommunications
Zasada przejrzystości wg RODO,"['Governance, Controls & Compliance']",Polish,Poland-737,Principle of transparency according to the GDPR
İthalatta Haksız Rekabetin Önlenmesine İlişkin Tebliğ (Tebliğ No:2020/6),"['VAT & Customs', 'Governance, Controls & Compliance']",Turkish,Turkey-7852,Communiqué on the Prevention of Unfair Competition in Imports (Communiqué No: 2020/6)
Novedades Laborales nº 117 - Publicaciones Legal y Fiscal PwC España,['Human Resource'],Spanish,Spain-1740,LABOR NOVIDADES Nº 117 - LEGAL AND FISCAL PUBLICATIONS PWC Spain
"Różne pokolenia w firmie – potencjał, który warto wykorzystać",['Human Resource'],Polish,Poland-1635,Different generations in the company - a potential that is worth using
"COVID-19: how you can prepare your organisation and respond,COVID-19: how you can prepare your organisation and respond","['Board, Strategy & Management', 'Healthcare & Pharmaceuticals']",English,Turkey-6224,"COVID-19: how you can prepare your organisation and respond,COVID-19: how you can prepare your organisation and respond"
Internal audit and control services,"['Accounting & Assurance', 'Governance, Controls & Compliance']",English,Turkey-5484,Internal audit and control services
İthalatta Haksız Rekabetin Önlenmesine İlişkin Tebliğ (No: 2020/12),"['VAT & Customs', 'Governance, Controls & Compliance']",Turkish,Turkey-7828,Communiqué on Prevention of Unfair Competition in Imports (No: 2020/12)
Ny definition af fast driftssted i dansk skatteret,['Tax'],Danish,Denmark-12890,New definition of permanent establishment in Danish tax law
İşletmelerde Mesleki Eğitim veya Staj Eğitimi Gören Öğrenci Ücretlerine İş-Kur Desteğinin Uzatılması,['Human Resource'],Turkish,Turkey-6761,Extending work-KUR support to student fees in businesses in vocational training or internship training
Tamamlayıcı Sağlık Sigortası Nedir? Kimler Yararlanabilir?,"['Actuary, Pension & Insurance']",Turkish,Turkey-8504,What is complementary health insurance? Who can benefit?
世界経済の成長見通しに対するCEOの悲観的見方が記録的水準まで増加,"['Board, Strategy & Management', 'Government & Policy']",Japanese,Japan-9675,The pessimistic view of the CEO for the global economy growth prospects has increased to a record level
2019 Teknoloji sektörü trendleri,['Technology'],Turkish,Turkey-9600,2019 Technology Sector Trends
Annual Report,['Accounting & Assurance'],English,Turkey-9092,Annual Report
РВК и PwC представили Стратегию развития венчурного рынка до 2030 года,"['Asset & wealth management', 'Board, Strategy & Management', 'Start-Up, Innovation & Entrepreneurship']",Russian,Russia-11644,RVC and PWC presented a strategy for the development of the venture market until 2030
